age,income,savings,expenses,debt
30,100,50000,40805,53821
44,0,1000,66853,661561
70,20000,5000,85740,95009
23,0,100000,37495,580035
55,0,100000,72436,374680
60,0,50000,58330,152773
55,10000,50000,75043,729725
44,35,100000,8634,65559
23,100,20000,1446,984215
21,100,20000,6498,473604
60,200,5000,86607,506163
40,0,1000,24069,83813
25,100,80000,56143,221266
40,100,1000,31447,238104
21,75,1000,72340,259902
60,20000,100000,85100,904007
33,200,5000,35505,597992
33,18000,5000,58129,533633
35,0,100000,45683,692070
44,30,1000000,84675,713143
60,75,20000,93560,713782
35,0,1000,73170,793096
20,10000,20000,57152,979377
70,18000,100000,51652,627775
35,0,100000,9068,894696
40,35,80000,69135,98719
21,0,1000,43971,165886
70,75,20000,26336,269562
21,35,50000,98363,744812
33,35,20000,41186,310583
20,10000,100000,96716,437049
22,0,20000,3176,725236
24,10000,100000,99524,488719
60,20000,80000,10948,13732
25,35,100000,37161,9133
20,0,1000,41875,157403
25,75,5000,23991,232173
23,0,50000,50595,258843
33,10000,50000,68178,321728
24,90,5000,71443,277224
24,0,1000,5669,483783
21,30,1000000,24205,443470
24,100,80000,57392,514951
22,18000,80000,60131,424455
30,10000,1000000,61773,189819
24,30,80000,33440,824140
60,90,20000,89589,859842
25,0,1000000,9143,837091
21,0,100000,73447,610615
24,18000,5000,96175,474693
24,75,50000,46004,700295
21,18000,50000,93611,221930
55,18000,1000000,74229,321099
70,0,50000,51575,33880
25,0,20000,89658,103769
21,75,100000,83175,240809
40,75,1000,67839,384256
23,0,20000,84850,688678
24,75,20000,15397,312684
35,35,80000,28530,811391
23,0,1000000,27517,594886
23,18000,1000,81498,990280
40,0,1000,69583,638640
44,0,5000,82199,271237
21,0,50000,34009,648036
20,200,1000,34994,559675
70,0,1000000,31082,1958
22,10000,1000,30036,890952
30,35,50000,21287,972746
22,0,20000,64484,221231
24,0,1000,6956,921822
25,0,1000,19433,909607
20,200,100000,15475,700660
40,0,1000,54996,341933
20,18000,5000,26797,38916
25,0,100000,35303,613891
60,18000,50000,29801,757105
22,18000,5000,36808,884175
25,18000,50000,53509,19629
21,0,100000,22160,599966
21,0,20000,54053,635090
21,18000,1000,30544,528551
25,20000,50000,24049,349371
24,10000,1000,24349,427650
35,18000,1000000,77832,160737
33,90,80000,68418,42722
24,0,20000,42945,578465
44,90,50000,43402,775590
25,0,5000,2402,825101
22,75,100000,11714,798543
44,200,100000,64706,61158
30,0,100000,76007,67053
60,90,50000,29078,967804
33,30,50000,34666,459048
60,200,80000,79684,602974
55,0,80000,17841,742962
40,0,100000,36507,877560
24,20000,100000,33006,409634
44,200,50000,66281,329165
30,75,100000,56325,199262
60,100,100000,19265,823760
23,0,5000,50405,398980
70,18000,100000,4504,3833
40,35,20000,3376,339067
33,75,100000,84816,210374
23,90,80000,54580,711704
23,100,50000,1564,996534
23,18000,50000,9486,7267
33,75,80000,28607,828577
33,10000,20000,52946,590648
25,18000,1000000,58783,671855
44,20000,50000,30941,651691
25,0,1000000,60717,161098
22,0,100000,81278,675015
40,10000,20000,41619,140692
24,35,1000000,31890,525539
40,0,1000,48193,800289
22,90,50000,43919,229821
70,200,1000000,24409,468033
23,0,20000,77955,670062
40,0,5000,85050,720542
30,90,1000,50171,38139
22,0,50000,33451,43434
24,20000,50000,69886,120381
33,200,5000,46113,248530
23,35,20000,12763,814137
30,18000,1000,19726,952941
40,0,50000,79798,680249
20,0,50000,18297,896085
20,0,100000,93523,389411
20,35,5000,42933,358425
22,0,100000,19709,611459
40,0,20000,85841,473922
22,10000,50000,88751,130107
44,200,50000,31745,722175
25,100,50000,73713,392537
20,0,1000,19542,638065
60,0,1000000,17924,172680
40,75,5000,80567,731678
23,90,50000,57022,886681
40,75,1000000,20952,871953
22,0,50000,79774,570347
23,0,1000000,79289,496384
35,90,5000,51930,113013
44,0,50000,36818,641296
30,200,80000,91063,152593
70,0,50000,62886,184520
30,20000,50000,77265,147572
60,0,50000,6708,598710
25,30,20000,72689,615547
44,0,1000000,79501,351103
22,0,20000,78172,983505
30,0,100000,78014,415819
44,90,20000,25931,109745
20,0,80000,22419,113662
70,75,1000000,37963,887638
70,20000,80000,39109,869381
55,90,80000,23815,859200
25,100,5000,4150,892576
40,35,80000,50833,708941
44,200,100000,63311,294646
70,0,100000,70459,115046
55,200,80000,22281,550733
55,90,80000,45007,634780
30,0,100000,40607,108065
60,75,20000,31588,16019
35,0,100000,86192,736679
44,10000,1000,79571,27759
40,20000,1000000,37153,208152
22,35,5000,14097,994439
33,0,80000,42444,690218
60,200,1000,6722,448978
30,0,5000,97753,326832
44,0,100000,39696,138397
40,35,1000000,92703,517627
44,200,5000,35779,136806
40,0,1000000,70265,528949
23,18000,20000,97505,768837
33,0,80000,95053,642871
30,90,1000000,94256,462049
35,20000,100000,77754,182392
40,0,50000,82609,42962
21,30,50000,14741,823932
21,0,20000,75028,270330
25,0,80000,42843,293618
22,90,1000,16491,365885
40,200,1000000,24447,889290
44,0,1000000,99750,908991
30,18000,100000,15498,856744
40,100,50000,28671,63787
70,75,50000,47294,188217
44,0,1000,19699,374250
23,0,50000,80786,919542
25,0,5000,73365,301556
23,0,80000,46144,966231
21,200,1000,9346,311815
25,90,1000000,91623,912974
55,200,50000,51259,665270
20,10000,1000,62443,285646
40,100,20000,3496,557649
23,35,20000,70424,658295
70,35,5000,78659,972976
33,0,100000,41352,733690
60,200,20000,96538,818168
35,75,50000,67957,205392
33,0,1000,14368,283463
60,0,20000,84650,2901
22,0,5000,59008,920799
35,35,80000,10132,633582
40,30,100000,65230,803588
30,0,20000,3935,933892
35,0,80000,55006,86906
33,0,5000,10844,1730
60,30,1000000,23768,727825
55,200,50000,94975,370331
25,0,1000,55417,863918
70,0,20000,52034,601304
22,20000,50000,26296,284303
22,0,5000,81553,952805
30,75,80000,64897,805877
24,75,1000,3954,565261
60,0,20000,33150,50606
30,18000,1000,8469,601748
40,0,50000,97064,391838
20,0,1000,47405,199948
22,10000,50000,93284,692240
44,0,5000,14746,513503
35,35,20000,2820,726822
44,35,1000000,57662,466812
20,0,80000,73732,701780
60,0,20000,8820,749280
24,0,5000,33675,842439
23,100,20000,77827,564462
70,10000,1000,54035,53580
22,0,1000000,99482,128644
30,20000,20000,24831,596188
60,10000,20000,70777,2536
35,30,1000,89514,991033
33,75,1000000,24956,349615
22,100,5000,85353,596051
22,90,20000,46925,1820
70,0,1000,66114,717590
35,100,20000,30896,351895
60,10000,50000,95617,670564
70,0,20000,5799,834935
55,0,80000,78667,927916
33,35,5000,25795,3946
24,0,100000,85061,297249
60,20000,1000,38631,357129
20,75,80000,39194,566260
60,100,50000,48273,364818
21,0,20000,35778,154476
21,0,1000,4311,304288
23,0,50000,93226,63696
55,20000,50000,55067,573140
60,0,100000,93729,70305
40,18000,5000,49330,296641
23,30,5000,84535,354031
33,0,1000,14967,669402
33,30,80000,72406,793021
60,20000,20000,85014,436088
24,35,50000,51787,643437
21,10000,5000,24673,148638
35,35,1000,64625,245267
35,0,80000,94088,942347
23,0,1000,12126,719917
20,100,1000000,22974,212432
40,75,1000000,75438,709600
20,0,5000,47980,231459
55,200,1000000,40442,45601
44,0,100000,75680,351238
24,30,5000,68915,28468
20,20000,100000,1306,405138
23,0,50000,59584,765072
33,0,100000,87987,785138
35,20000,20000,15313,985165
60,0,5000,29479,716630
30,200,50000,20108,372955
40,75,5000,70605,197826
33,20000,100000,2578,995079
60,0,1000,16627,261230
30,100,1000000,30801,362256
44,0,1000,26068,637639
40,18000,80000,85109,866878
20,0,50000,28280,725289
33,0,1000,99187,318653
33,0,80000,69937,150645
33,75,1000,61502,471362
23,100,50000,21844,257299
20,0,20000,17707,60559
22,0,50000,2966,485652
55,0,1000,59315,296804
44,18000,20000,71546,237135
35,75,50000,81475,625333
23,0,5000,75560,922324
20,20000,1000,63947,286104
44,90,100000,36884,694349
60,0,5000,44683,589442
33,0,50000,84917,369617
22,20000,1000000,28166,138474
24,0,80000,1617,896687
22,0,5000,83433,350880
60,90,50000,10353,245646
35,30,20000,75301,683105
23,200,80000,6012,33921
25,100,80000,30893,222030
21,20000,1000000,31764,646246
44,200,50000,40528,409609
70,30,50000,65914,636701
44,200,80000,63961,899907
44,0,1000000,57282,371789
55,0,1000000,95167,683995
60,0,100000,84813,833678
22,35,50000,85811,946825
24,0,80000,36987,742702
60,0,20000,85456,103950
30,30,20000,6611,159082
55,200,1000000,77355,105535
22,0,1000000,45014,261259
24,90,20000,22616,620497
24,200,20000,73429,898882
44,20000,50000,1598,127258
33,75,100000,97779,93337
22,35,100000,70071,146551
70,35,100000,53515,314865
25,0,50000,70380,260449
25,10000,1000,28447,212986
55,200,1000,55278,989454
60,30,100000,82082,939496
24,90,100000,82003,552144
55,200,50000,85334,344798
70,35,1000000,90507,349120
33,18000,50000,3959,158590
21,0,100000,8249,87694
23,20000,20000,22857,705639
60,0,50000,51684,424782
33,100,50000,47122,508985
23,0,1000,30984,237908
35,0,1000,72087,636721
25,0,1000000,98167,805530
44,0,1000,64122,252172
25,10000,100000,15141,26192
60,35,100000,24347,445033
24,0,50000,32324,647872
21,18000,100000,81628,118035
40,20000,20000,44726,695129
23,0,20000,27401,360971
40,10000,100000,45262,693134
40,0,1000,85099,871583
35,20000,5000,78636,186535
22,20000,80000,99290,931488
20,90,20000,15721,980207
70,200,5000,71879,649079
35,90,5000,60896,846487
20,0,1000,51230,706160
21,10000,1000000,4634,652428
35,0,80000,11633,233964
60,35,20000,11233,378611
35,90,1000,10915,452610
20,35,80000,56010,289393
22,35,100000,32250,311725
24,0,1000,78152,929068
30,0,5000,51012,899186
60,200,80000,79526,991387
70,200,100000,55925,688115
44,90,1000,67882,333140
60,0,100000,46824,343405
21,0,20000,69672,338174
44,90,1000000,64034,934227
44,20000,5000,25490,779737
24,0,1000000,24489,846233
22,200,20000,83530,777383
33,30,80000,78077,929016
21,0,1000000,20688,793807
33,35,1000,38927,573715
20,0,20000,84110,327151
21,0,100000,73133,525648
25,18000,1000000,23979,143113
20,0,50000,89361,916001
33,10000,80000,28252,72847
55,0,20000,20515,33919
33,0,50000,81028,510176
44,200,5000,55585,623936
25,0,80000,34347,723145
21,0,100000,48837,32771
70,20000,50000,75675,54352
20,20000,1000000,56470,104705
23,0,50000,30725,308777
44,100,100000,80267,424047
55,100,50000,91245,673235
24,0,5000,72798,589234
25,0,100000,66758,771883
30,200,80000,75312,107071
23,0,20000,58716,541442
60,90,80000,22957,307427
25,75,80000,31684,695394
20,0,5000,15911,946961
70,0,100000,83215,589198
20,0,1000,90702,638955
44,30,1000,79876,635030
55,200,1000000,94531,85197
22,90,20000,34245,891219
25,90,1000,62738,42751
55,35,1000000,12187,835984
25,100,20000,64615,437984
60,90,100000,9103,96813
24,0,1000000,87388,930614
35,0,5000,57152,455648
25,18000,100000,86237,587566
55,30,50000,73715,585758
40,90,80000,31967,546598
20,0,5000,96543,955650
55,0,1000000,37824,762025
44,75,1000,48472,289937
25,75,50000,82659,260063
30,75,1000,85400,140941
40,90,20000,45483,267892
40,35,1000000,51291,619707
24,75,100000,23477,45162
25,18000,1000,5758,900067
60,0,80000,57276,204420
35,10000,1000000,52808,645190
30,200,20000,80147,9786
22,0,100000,26650,246384
24,18000,1000000,36070,993520
24,35,1000,82902,225268
22,90,20000,50483,485758
70,0,1000,17828,617972
70,0,100000,36758,605863
23,20000,50000,27817,989394
23,0,50000,52327,802161
24,0,20000,3562,885357
33,0,100000,9410,171281
44,100,50000,69421,722325
55,75,80000,36701,26458
24,200,20000,50252,56751
70,200,1000,20423,193335
23,0,1000000,71580,566404
40,0,50000,68701,211853
55,35,5000,82704,789759
44,0,80000,21773,514769
22,0,1000000,50704,894845
55,20000,1000,53568,808815
30,0,50000,40299,706506
22,200,20000,13298,381766
60,0,5000,67473,189364
25,10000,5000,81667,37498
30,35,100000,27290,630748
33,20000,50000,40090,983678
60,100,1000000,74764,299565
20,0,5000,81106,943642
55,100,20000,80131,52269
55,0,1000000,17326,241619
20,0,80000,99814,377396
44,30,1000000,91063,836103
22,0,50000,14479,183265
33,20000,20000,64168,495308
40,35,1000,17067,561282
70,0,1000,45179,32011
60,0,5000,88646,602372
21,0,5000,61765,811463
44,75,5000,45368,475121
35,35,1000,68733,770821
60,0,1000000,43505,198572
35,0,100000,60052,776790
33,0,20000,2958,353567
24,0,1000000,44953,769542
24,20000,1000,71742,972918
70,0,5000,32842,437311
60,10000,50000,79718,101841
23,75,100000,99261,69265
35,0,80000,31912,557690
21,18000,20000,55162,559686
30,18000,100000,52136,192152
70,0,5000,16945,880352
70,35,1000000,87509,679356
55,20000,1000,68089,655091
35,0,1000000,71663,100874
60,18000,100000,96240,358274
35,18000,80000,64050,959292
22,18000,5000,48580,3702
60,0,80000,42625,315293
60,0,20000,28782,993640
23,10000,1000000,39267,611352
24,90,5000,66378,494985
44,0,20000,38636,284555
24,18000,80000,20469,557430
35,90,1000,95961,563795
40,18000,50000,73586,13498
21,18000,5000,85433,914726
60,18000,5000,56903,655598
33,100,100000,42035,848059
30,30,80000,87542,535637
60,90,80000,54250,267634
22,0,50000,85997,363988
22,18000,1000,74833,464145
60,200,100000,61515,967335
25,18000,100000,44587,756301
21,18000,80000,1344,995383
30,0,20000,4924,771356
44,100,1000000,87603,146291
23,10000,80000,90778,584876
33,75,5000,23997,466844
44,75,20000,78962,12163
70,10000,20000,96611,258275
21,30,100000,85580,321454
24,35,5000,60530,547240
25,0,1000,56937,292479
24,35,80000,94726,966347
55,75,1000,52048,176453
30,100,1000,61835,590810
25,0,1000000,3022,373930
55,100,50000,17257,8446
30,0,1000,47458,294767
40,0,1000000,19299,933475
70,20000,80000,96911,322803
30,75,5000,44188,865965
22,10000,20000,62000,553714
33,0,5000,92096,238983
20,30,5000,16253,389809
55,10000,1000,3595,385117
21,90,1000000,57018,136716
60,10000,1000,29854,215941
22,35,1000000,80244,881860
35,30,100000,50820,17084
22,90,1000,5252,14396
70,0,1000000,35890,199196
24,90,1000000,85950,822075
30,100,20000,65843,945910
23,90,100000,83691,399153
70,0,50000,53997,107468
20,200,20000,3985,887035
70,30,50000,92306,670154
25,0,1000000,8212,766283
25,0,50000,9628,812574
40,0,1000000,50636,427322
44,90,80000,24423,4843
55,200,5000,4189,476299
24,10000,5000,88420,274011
60,0,100000,17926,528207
40,0,50000,99936,781336
40,30,1000000,15903,751918
24,20000,1000000,26407,565952
35,18000,5000,17339,444698
60,35,20000,57941,518316
44,75,1000,53073,25040
30,100,100000,46217,157410
33,0,50000,67966,108473
60,20000,20000,95460,474370
60,10000,80000,6522,838486
55,100,1000,98084,74895
35,0,5000,37278,774607
33,10000,80000,58437,580180
40,0,1000,97296,406503
35,0,1000,18664,570804
22,30,1000000,58794,278740
24,90,80000,83256,851627
20,0,100000,32387,128999
22,75,50000,35131,117146
44,75,1000,67729,560171
60,0,80000,48680,691952
60,18000,5000,44822,514321
24,0,1000000,91058,253632
33,75,80000,12067,219373
20,0,100000,40101,752339
20,20000,1000,75026,992745
60,0,80000,92314,210392
22,35,1000,96952,845589
40,0,5000,99839,845417
23,0,20000,25633,230431
44,10000,1000000,62857,597123
55,0,20000,28369,827987
30,0,20000,26635,605465
44,30,1000,51320,283024
22,0,1000000,47789,58046
24,35,100000,22332,930891
55,0,5000,3059,337298
35,10000,5000,9265,946317
25,200,50000,34466,741346
60,0,20000,46031,801210
55,18000,100000,38890,997969
55,100,1000,8677,83457
22,100,50000,18373,689835
21,18000,1000,43733,821222
40,0,1000000,40218,603063
21,10000,1000000,72601,266451
60,20000,1000,35779,687334
21,200,80000,63805,801404
25,0,1000000,69899,260150
23,200,1000000,45831,33903
33,20000,80000,26510,124179
20,75,1000,97905,941732
33,0,5000,52015,165759
35,200,5000,48639,868441
60,0,1000,45792,536537
30,18000,1000000,73004,606464
23,90,50000,86439,492156
44,20000,100000,35934,44936
60,0,20000,63632,862699
40,0,1000,87391,234400
30,90,80000,83772,51269
22,0,1000,48912,732454
24,75,50000,70233,391667
70,100,50000,19989,809490
44,0,1000,25728,586553
23,100,50000,96509,333958
30,0,100000,42373,71989
20,0,1000000,42445,249323
21,0,50000,12383,936737
40,75,100000,67311,499408
40,18000,50000,20935,483978
22,100,20000,63441,627665
35,0,100000,77396,585322
22,0,1000000,97211,44286
24,75,1000000,1624,283787
70,0,1000,34787,900835
30,0,1000000,18276,695445
24,30,20000,88737,659702
70,90,1000,73444,462249
24,10000,80000,77301,321565
30,0,5000,11663,27674
21,0,1000,2795,813210
20,75,80000,17834,616177
40,200,1000000,46551,748900
40,75,1000000,56969,763587
33,18000,80000,42134,159911
24,0,100000,71041,257948
35,0,80000,72009,575714
33,90,80000,93590,74022
55,90,1000000,17069,109056
20,0,20000,55694,173128
20,0,50000,86087,627996
30,10000,100000,30373,246395
60,0,5000,30179,712632
23,10000,5000,66004,207141
35,0,50000,87273,113371
23,35,5000,65505,961302
44,10000,100000,53882,753798
55,0,20000,26810,504919
25,0,80000,47630,58555
30,75,80000,92843,185366
35,75,5000,63119,346616
24,200,20000,53980,848745
35,0,100000,89461,570274
55,20000,1000,33285,897262
55,75,1000,36272,704299
20,0,80000,31210,842537
24,200,1000,53481,434383
35,0,1000,73993,899914
25,100,100000,4285,670337
21,18000,80000,33977,232046
20,0,5000,20055,334157
70,0,100000,34271,897330
21,35,5000,99798,467042
35,35,100000,47905,233762
60,75,50000,29978,396522
33,75,1000,57936,383934
44,0,80000,6903,492048
44,0,20000,6515,158718
30,0,1000000,12146,526005
44,35,5000,40706,351194
60,0,80000,35429,179220
44,0,1000000,51048,670563
20,10000,1000,73667,578907
25,35,20000,58560,702556
60,0,5000,60696,444024
25,75,20000,60800,718506
35,0,100000,52833,269045
40,18000,50000,47162,933104
55,35,1000,22418,110322
20,90,20000,75360,966944
22,10000,5000,44578,596697
24,0,100000,76481,227130
70,18000,5000,80394,381279
44,0,80000,76489,25113
70,0,50000,57598,490847
33,0,80000,27667,960811
24,35,1000,23405,916185
20,18000,50000,70756,974109
60,75,50000,3920,960573
33,90,20000,5963,728797
33,0,100000,34481,81548
60,0,1000,50399,237830
55,20000,80000,35128,814148
24,0,1000,17150,454187
25,0,1000000,53973,860514
60,35,80000,40462,81915
21,75,5000,37755,657052
24,10000,20000,89219,837577
33,0,100000,51738,209297
60,18000,20000,47940,28505
23,20000,5000,63015,84391
20,20000,5000,93771,590750
30,18000,1000,53075,268843
22,35,80000,27956,171392
22,0,80000,78462,72697
44,0,1000000,7510,564610
21,35,1000000,15715,198907
22,0,100000,84418,17849
44,35,80000,45300,115477
33,0,1000,30958,649648
33,35,1000000,11756,819467
44,0,20000,34360,97156
25,35,20000,97364,37614
70,0,50000,25072,404412
30,100,1000000,9932,37514
33,35,50000,33159,294904
21,18000,5000,77777,184587
60,0,50000,4203,801152
60,0,1000,42770,959727
22,10000,80000,92015,810217
25,30,5000,4110,647928
44,0,5000,4026,804015
21,100,50000,79258,510632
70,100,80000,42561,580615
23,10000,100000,17310,803196
40,0,1000000,78765,398165
20,0,20000,95108,943206
23,90,1000,36558,153754
30,100,1000,31961,405709
25,35,5000,38997,361879
23,100,80000,55260,255059
21,20000,1000000,52230,727107
44,200,1000,54095,822572
23,200,50000,4445,457381
35,0,80000,99798,917864
24,100,50000,9549,583171
24,18000,1000000,11835,9134
20,100,1000,74339,869049
44,10000,100000,55894,216608
22,30,50000,92356,216301
21,20000,1000000,22267,862012
21,20000,1000,87560,731177
33,75,1000000,20500,139229
55,75,50000,52813,677946
70,0,1000000,33861,796836
25,10000,20000,78398,406313
40,0,1000000,40312,254547
55,75,1000000,92798,886834
25,0,50000,47206,774237
44,200,100000,75652,234285
35,20000,80000,43536,446417
55,90,1000,72270,238183
22,18000,80000,93064,126565
70,0,1000000,91511,92164
44,0,1000000,58665,585469
70,0,100000,77612,430797
60,18000,1000,71639,413132
70,200,50000,30085,54714
30,0,50000,43128,219507
23,30,50000,66898,563221
20,75,5000,28179,39737
44,0,50000,39245,602894
30,20000,1000000,68888,61555
24,0,80000,2222,871905
60,0,20000,77337,225695
55,35,5000,74063,398461
33,30,5000,75271,644441
55,18000,1000,71318,980227
30,0,100000,89955,975440
60,0,5000,59857,863253
23,0,80000,54980,574817
55,100,1000,37286,609585
20,20000,20000,15119,7919
35,0,20000,10762,83327
70,0,50000,74029,469592
20,20000,1000000,34337,813810
55,18000,100000,96071,529445
33,200,80000,51560,79451
30,75,100000,79224,669500
21,10000,20000,15873,63480
35,30,20000,80284,201371
44,10000,50000,59410,107722
44,0,5000,87085,648091
33,75,1000000,9023,581375
23,200,20000,57104,710452
35,90,1000,75733,472196
44,10000,80000,7890,971138
24,30,50000,70033,372167
40,90,1000000,28068,959752
22,10000,20000,97110,261982
44,30,80000,90343,109918
24,20000,5000,49034,505058
25,20000,80000,78297,17182
55,0,80000,74605,840503
40,18000,1000,54832,632870
20,0,20000,81305,85240
40,0,5000,78125,299436
35,0,1000000,97356,316620
20,10000,20000,39592,616443
55,100,20000,78208,917277
55,75,20000,89811,954346
23,75,20000,10841,706816
40,90,20000,47358,924893
60,10000,5000,82931,591969
21,100,100000,76734,690217
21,200,20000,81261,698027
20,0,5000,68153,960482
60,90,80000,42189,992933
44,0,1000000,69860,930073
30,100,1000,37236,250577
20,0,100000,35528,237947
60,0,50000,95507,166631
22,20000,50000,31714,75831
70,0,5000,49804,217904
33,20000,5000,84352,684448
70,30,1000,73942,748448
35,0,1000000,56347,260450
35,35,1000000,85446,886728
35,0,80000,53206,2799
40,0,1000,60439,721708
23,75,5000,43117,28980
44,0,50000,58240,382736
30,18000,1000000,32263,787250
21,0,80000,42372,893806
35,75,1000,53503,770313
25,200,1000000,71951,97553
40,0,5000,17190,902865
60,35,1000,69166,149059
21,35,100000,64776,154641
22,0,50000,16363,85444
44,18000,1000,33960,34255
70,0,1000000,52586,270591
20,0,80000,30863,475832
33,0,1000,76729,19573
22,18000,80000,97647,567519
60,100,5000,3249,647297
70,90,1000,45332,63346
44,0,1000000,28343,396166
21,10000,1000,65915,379504
70,35,50000,60631,2524
22,20000,20000,15914,347335
30,18000,1000,90787,606486
24,100,80000,88043,39474
21,0,1000000,67535,15264
33,0,1000000,42726,964992
60,0,1000,94343,819845
24,0,80000,18845,955389
44,0,1000000,66587,334486
30,100,50000,56238,622609
44,75,50000,8726,489134
60,35,50000,95797,243237
23,75,100000,96005,569385
40,30,80000,32033,842398
24,75,20000,53506,957395
70,20000,5000,42408,181003
25,200,80000,73709,710135
22,90,5000,37288,194537
44,0,20000,45058,39659
20,0,50000,40830,775261
55,100,1000,42253,381588
24,10000,50000,55667,714186
21,18000,50000,20922,776290
21,90,5000,48002,372366
24,75,100000,77849,618029
22,30,50000,52335,597806
35,90,100000,54628,279328
33,35,20000,87732,1749
30,100,1000000,38528,588129
70,30,20000,82646,903949
22,35,50000,97801,54733
55,0,50000,5298,819531
24,35,5000,60871,68183
25,0,80000,80928,648061
30,35,1000,32441,971166
22,35,50000,72805,958483
70,90,100000,18826,558108
40,200,20000,15990,672792
44,200,1000,76106,160645
24,10000,20000,92625,538888
70,18000,20000,9197,548329
40,0,1000,19748,544844
21,0,1000000,60540,170454
40,10000,1000,49799,170985
25,20000,1000,63212,204356
40,0,1000000,6934,771181
70,20000,20000,61168,447017
22,0,100000,50536,630322
35,0,80000,82272,325672
40,35,1000000,11754,140068
30,0,20000,11076,26046
55,200,5000,91109,372125
22,35,80000,74909,246956
30,35,80000,81283,681299
33,35,20000,57648,591389
23,35,80000,49215,928244
22,20000,5000,7679,709181
24,0,1000000,1070,141818
24,0,5000,70765,729229
70,30,5000,95577,114606
70,35,1000000,21081,987659
22,200,20000,42306,491859
20,30,100000,8775,851696
23,90,1000,29988,720304
30,90,80000,19878,622869
20,30,20000,12907,498050
30,20000,100000,46050,391061
22,20000,80000,7479,362706
20,18000,1000,76480,871965
33,90,100000,23011,836971
23,10000,100000,10757,423799
20,75,5000,69825,493561
40,0,50000,45944,325648
23,0,100000,40639,239941
70,18000,1000000,99522,413168
33,0,100000,64721,875344
40,35,100000,19758,37084
30,35,100000,47299,127613
23,0,20000,84700,883620
33,20000,1000,54088,352690
60,20000,50000,67449,502098
24,0,1000000,46471,174012
33,10000,20000,50462,903292
24,35,20000,29856,53682
40,20000,1000,50521,989195
33,0,50000,55110,289306
35,10000,80000,68562,633476
20,35,5000,88327,538735
70,35,50000,34030,458606
24,18000,1000000,2414,151348
44,18000,5000,80893,38792
21,10000,1000000,51936,469883
24,0,80000,20030,812082
30,30,1000,92859,950587
20,200,1000000,8608,917697
30,35,80000,52040,22079
25,10000,1000,13978,634939
22,0,50000,15410,520297
55,18000,50000,24399,678725
21,30,100000,27746,258488
22,18000,1000,46053,245418
60,30,80000,2915,846987
30,0,5000,36309,565448
30,100,20000,93676,925193
70,0,20000,72095,578026
22,0,5000,95732,608971
33,0,20000,2425,483391
40,200,80000,90949,360617
60,30,5000,66203,740532
22,75,20000,70693,942021
25,0,1000000,10281,113533
22,0,20000,29070,835884
60,10000,50000,68280,749088
40,18000,50000,26980,318883
30,20000,100000,1387,675195
33,30,1000000,31349,74541
35,0,5000,39097,895545
24,0,100000,18981,676729
25,18000,5000,29695,747610
21,30,5000,50677,547426
70,200,5000,93653,22628
21,0,1000000,34430,85891
55,90,50000,56960,234293
21,30,50000,68812,289152
25,0,80000,65785,729312
40,0,80000,23084,658627
35,10000,50000,64084,533975
44,100,20000,98919,298819
55,35,1000,81940,916818
40,35,20000,70736,619411
55,20000,100000,43984,270244
33,30,20000,77353,534055
70,35,5000,79076,80138
24,0,80000,35444,868005
21,200,1000,13894,494711
24,0,100000,17924,679545
33,0,5000,26634,454062
23,35,100000,55843,420966
33,0,50000,42745,509562
21,0,80000,90802,954332
24,90,50000,89325,70225
70,0,1000000,1229,913279
23,0,1000,6369,444251
20,0,80000,50412,162363
33,90,20000,30925,850076
44,0,100000,32372,963022
24,100,1000,22447,616314
20,0,5000,70249,188242
22,18000,5000,21421,544652
70,0,20000,43961,71049
22,20000,100000,37119,626430
40,0,80000,6457,462054
44,200,100000,13244,116696
35,200,5000,67078,436365
21,0,1000,41181,881479
35,35,100000,46686,198073
22,75,1000000,92164,275018
20,200,1000000,29822,695990
25,35,1000,2194,655314
40,30,50000,9908,853646
25,10000,5000,11662,676997
60,0,1000000,35202,514731
60,0,1000,28210,489997
35,18000,1000,70319,89202
40,0,1000000,39501,827278
33,0,80000,34814,105450
40,75,100000,3795,783590
70,10000,1000,41150,25364
21,75,5000,37756,791032
22,75,1000000,83917,905714
30,90,80000,10661,429459
60,100,1000000,4087,123258
35,35,50000,22598,202884
23,0,50000,12476,70445
25,0,5000,16177,700532
40,0,1000,54641,411482
25,200,100000,34970,531367
33,30,1000000,69536,371899
23,0,50000,59292,496132
70,35,20000,13231,500531
70,10000,1000000,33299,505865
35,0,80000,88994,730005
25,10000,20000,95073,284211
40,90,1000000,63690,542657
44,0,80000,46627,379747
35,0,80000,27700,769310
40,0,1000000,77032,323280
30,0,1000000,25285,32342
30,0,5000,95343,972304
55,0,100000,8570,731593
60,18000,20000,65341,257707
22,30,50000,32753,625483
21,0,1000000,7485,79436
40,20000,20000,45235,979190
21,18000,1000,25021,151403
44,20000,20000,70752,697358
23,30,5000,48820,827320
70,10000,1000000,4531,996943
55,10000,50000,52553,302974
21,100,50000,21257,967921
40,20000,1000000,17955,876002
70,0,20000,70624,110740
35,18000,20000,51457,795552
20,0,1000,13103,778698
25,0,20000,80433,383708
44,0,50000,3281,574351
25,0,1000,14960,165626
35,0,5000,47185,141244
23,0,50000,35505,474450
23,0,50000,34784,814237
55,100,5000,47491,980176
24,200,20000,69643,447011
25,75,80000,45202,54405
30,90,20000,34768,595296
44,90,50000,18250,503434
55,35,80000,5792,256185
